ResponseId,CounterBalance,Domain,Nudge,Treatment,measure,value
R_zSu03ctocJsHkyt,2,Organ Donation,Social Proof,Choice,success,6
R_1FxqB2P07rn0gwp,2,Organ Donation,Social Proof,Choice,success,5
R_33pbtVyVtgquEwx,2,Organ Donation,Social Proof,Choice,success,5
R_3nA6tzws31egabe,2,Organ Donation,Social Proof,Choice,success,6
R_2TXLKZRia3vdeo7,2,Organ Donation,Social Proof,Choice,success,6
R_22E5MebN5txdRLR,2,Organ Donation,Social Proof,Choice,success,7
R_1lAXf78tfZPitte,2,Organ Donation,Social Proof,Choice,success,5
R_2tmcucIdi6Ds04F,2,Organ Donation,Social Proof,Choice,success,7
R_1hLx59rIXvwFU7G,2,Organ Donation,Social Proof,Choice,success,3
R_28BXypbEKV9AluC,2,Organ Donation,Social Proof,Choice,success,5
R_1TXBNZ1uAALDNmx,2,Organ Donation,Social Proof,Choice,success,7
R_9ow5u3O4tCeUnuN,2,Organ Donation,Social Proof,Choice,success,6
R_3J8EjQzrBpdUJO5,2,Organ Donation,Social Proof,Choice,success,4
R_1ot2u7LDk1suWxt,2,Organ Donation,Social Proof,Choice,success,5
R_3HSMIP1S5RmPnWp,2,Organ Donation,Social Proof,Choice,success,5
R_2v0qd0MzebrGql7,2,Organ Donation,Social Proof,Choice,success,7
R_BJKtBq75EXpTvcl,1,Retirement Savings,Social Proof,Effectiveness,success,4
R_wMBGSJoFIzOYpMd,1,Retirement Savings,Social Proof,Effectiveness,success,2
R_1ouJVYQ7yeQBUdn,1,Retirement Savings,Social Proof,Effectiveness,success,5
R_3KvgGiF8tVodfdB,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_12ioa0l7BB5L2EM,1,Retirement Savings,Social Proof,Effectiveness,success,4
R_1eWf1T9MGa1IQ3Z,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_5bfJv8fdsM0AnId,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_10vpEUuEmhVrMzi,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_1OjzU8VivtYP4zv,1,Retirement Savings,Social Proof,Effectiveness,success,4
R_ZqJo1vz5IU5CLtf,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_1rknRDjnqKjW5wO,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_sNlxlscdTwKakOR,1,Retirement Savings,Social Proof,Effectiveness,success,5
R_1IAieEHlQv0sKlF,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_3Jyr0zgSvbmyXN3,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_1LNZOvsR7YEgDBP,1,Retirement Savings,Social Proof,Effectiveness,success,5
R_3LXBKpsgGsbtDyv,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_1mKp0rbOcWwvYrX,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_3lrU5tIkwomDzKh,1,Retirement Savings,Social Proof,Effectiveness,success,5
R_25A83tYZhDcEdf5,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_szYTNnpma31YJih,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_qOQh7UNPoUnc0k9,1,Retirement Savings,Social Proof,Effectiveness,success,6
R_2afSKZTm3QxLZEP,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_10OPLE8I6zrdtwI,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_vwTPVV6T7WbBkaJ,1,Retirement Savings,Social Proof,Effectiveness,success,2
R_3OcvmohVN4WCAz5,1,Retirement Savings,Social Proof,Effectiveness,success,4
R_3GwXmN2gGfOcFg5,1,Retirement Savings,Social Proof,Effectiveness,success,5
R_1jIYHf46mvizKQy,1,Retirement Savings,Social Proof,Effectiveness,success,7
R_2YfA0sWZihZwYba,1,Retirement Savings,Social Proof,Effectiveness,success,5
R_3jfEe7QzO8opwvm,1,Retirement Savings,Social Proof,Effectiveness,success,4
R_r0Ulwjm2O6KaZSp,5,Flu Shot,Social Proof,Loss Aversion,RT,3.371
R_331Q82a7NP6ZnSJ,5,Flu Shot,Social Proof,Loss Aversion,RT,134.946
R_z74ShAEAZwT7cIx,5,Flu Shot,Social Proof,Loss Aversion,RT,5.22
R_1NqRrPTK4NBB0CE,5,Flu Shot,Social Proof,Loss Aversion,RT,5.14
R_1QflQWDGKo8Gl4T,5,Flu Shot,Social Proof,Loss Aversion,RT,25.413
R_2dSb1Nbp2vMbaDQ,5,Flu Shot,Social Proof,Loss Aversion,RT,8.006
R_sgP0qp7fmALYkPT,5,Flu Shot,Social Proof,Loss Aversion,RT,5.077
R_2zp4Olpn08NG3se,5,Flu Shot,Social Proof,Loss Aversion,RT,17.468
R_2ASeqGjkUsOEYK9,5,Flu Shot,Social Proof,Loss Aversion,RT,54.024
R_3O2LLQuI7Hyc7Au,5,Flu Shot,Social Proof,Loss Aversion,RT,30.848
R_XB5If00YHEbCGzf,5,Flu Shot,Social Proof,Loss Aversion,RT,64.559
R_3gR8yFZMbnCWyAE,5,Flu Shot,Social Proof,Loss Aversion,RT,13.17
R_3k1A2aQwSvoaAcc,5,Flu Shot,Social Proof,Loss Aversion,RT,19.829
R_1FCUn1Mmop7uVAT,5,Flu Shot,Social Proof,Loss Aversion,RT,4.391
R_22rww56N9QNV2Gk,5,Flu Shot,Social Proof,Loss Aversion,RT,48.135
R_3qvu64ntOrlkTyK,5,Flu Shot,Social Proof,Loss Aversion,RT,50.954
R_3m3vehvBwE3y1hu,5,Flu Shot,Social Proof,Loss Aversion,RT,48.077
R_3KxflPAFCthwJo5,5,Flu Shot,Social Proof,Loss Aversion,RT,28.052
R_3De9rV5JdnvEoyU,5,Flu Shot,Social Proof,Loss Aversion,RT,57.416
R_6F3KoVWQUwKNnrP,5,Flu Shot,Social Proof,Loss Aversion,RT,37.773
R_2TSjykpn84GEVtz,5,Flu Shot,Social Proof,Loss Aversion,RT,22.897
R_1NeroelYUKjU8lb,5,Flu Shot,Social Proof,Loss Aversion,RT,62.109
R_3EhGT2xXtm4BWtc,5,Flu Shot,Social Proof,Loss Aversion,RT,20.367
R_1l0uutWgGsAOhgB,5,Flu Shot,Social Proof,Loss Aversion,RT,63.745
R_O0B2n5Mpk26fk41,5,Flu Shot,Social Proof,Loss Aversion,RT,9.028
R_1prswasmpDqFVi9,5,Flu Shot,Social Proof,Loss Aversion,RT,53.031
R_1CqGTozF82DpwoR,5,Flu Shot,Social Proof,Loss Aversion,RT,13.115
R_1LbbB7XHilhiBAE,5,Flu Shot,Social Proof,Loss Aversion,RT,4.528
R_pmDzeJUoWZccHmN,5,Flu Shot,Social Proof,Loss Aversion,RT,6.939
R_1jjnty7EJa9uCw1,4,Flood Insurance,Social Proof,Control,RT,11.017
R_vcwOtPhiSuhcQKd,4,Flood Insurance,Social Proof,Control,RT,44.021
R_3QWRNcOj7uJNxPy,4,Flood Insurance,Social Proof,Control,RT,3.199
R_Un1uXQDmG7vBQ9b,4,Flood Insurance,Social Proof,Control,RT,81.301
R_1JDtS4xCPDGyGTQ,4,Flood Insurance,Social Proof,Control,RT,37.753
R_2RQAPPqUYDxYDCr,4,Flood Insurance,Social Proof,Control,RT,60.932
R_1hFpNRWd0Zfgu6E,4,Flood Insurance,Social Proof,Control,RT,92.469
R_x6gZCLvxa78Wg5H,4,Flood Insurance,Social Proof,Control,RT,21.684
R_3KuZ8b46F2eCM7p,4,Flood Insurance,Social Proof,Control,RT,7.986
R_VOKieCQNkoNYudz,4,Flood Insurance,Social Proof,Control,RT,4.758
R_33g4PNIlrlvdlTa,4,Flood Insurance,Social Proof,Control,RT,4.898
R_1lmdfbCH1KC9A92,4,Flood Insurance,Social Proof,Control,RT,29.865
R_0GOyAlDVp19aNMJ,4,Flood Insurance,Social Proof,Control,RT,132.602
R_2TRELeAw1mzG6qR,4,Flood Insurance,Social Proof,Control,RT,98.729
R_xzsLctDt2xmjrqh,4,Flood Insurance,Social Proof,Control,RT,24.81
R_21FhZEWERWOQAdC,4,Flood Insurance,Social Proof,Control,RT,4.701
R_qJikmwNsHQyjFJv,4,Flood Insurance,Social Proof,Control,RT,55.485
R_XNDHMBpA1Vxu5O1,4,Flood Insurance,Social Proof,Control,RT,37.202
R_snzw6m4Rk7amPtf,4,Flood Insurance,Social Proof,Control,RT,3.225
R_3QPOQpHul1I7EJS,4,Flood Insurance,Social Proof,Control,RT,86.863
R_3ikgqC5NgxH6S5I,4,Flood Insurance,Social Proof,Control,RT,26.161
R_3iPYdOiGPkB8HIr,4,Flood Insurance,Social Proof,Control,RT,56.341
R_2E4xg7ZBAVbVdnc,4,Flood Insurance,Social Proof,Control,RT,44.546
R_3gMosbRvwy87WJL,4,Flood Insurance,Social Proof,Control,RT,5.536
R_2RPzaR4RVmBP96c,4,Flood Insurance,Social Proof,Control,RT,24.482
R_ClhUFa5OMLaVs09,4,Flood Insurance,Social Proof,Control,RT,2.025
R_OHc2rtRi95fHO5X,4,Flood Insurance,Social Proof,Control,RT,29.774
R_BWAKJVLmfZ81gaJ,4,Flood Insurance,Social Proof,Control,RT,84.898
R_3OqAXaLTKqMdAY5,3,Electric Vehicle,Social Proof,Resistibility,RT,32.581
R_3kOnrkyNrpGeR1Y,3,Electric Vehicle,Social Proof,Resistibility,RT,27.617
R_2Ubzzjc9ytuAf48,3,Electric Vehicle,Social Proof,Resistibility,RT,12.038
R_ZqUlgvnhsX664Fz,3,Electric Vehicle,Social Proof,Resistibility,RT,31.281
R_1PRcFXrzX6yqgQn,3,Electric Vehicle,Social Proof,Resistibility,RT,22.619
R_10MMkqh7MT7xujW,3,Electric Vehicle,Social Proof,Resistibility,RT,33.99
R_1LAnNEpRgbwzZAZ,3,Electric Vehicle,Social Proof,Resistibility,RT,36.214
R_1lsq4BgtyE9g3r0,3,Electric Vehicle,Social Proof,Resistibility,RT,17.442
R_22PwU1KkgAd7lvj,3,Electric Vehicle,Social Proof,Resistibility,RT,8.588
R_2ceDDLoeNpEw4Ok,3,Electric Vehicle,Social Proof,Resistibility,RT,4.346
R_3RpwuS0BAIU9vwy,3,Electric Vehicle,Social Proof,Resistibility,RT,82.106
R_ezjse6T3s7XJQIh,3,Electric Vehicle,Social Proof,Resistibility,RT,19.542
R_xgYQWYvrJD1PzLH,3,Electric Vehicle,Social Proof,Resistibility,RT,36.435
R_1j9S7mSTrFVFRO4,3,Electric Vehicle,Social Proof,Resistibility,RT,7.114
R_31uVHHNVYPlUZyG,3,Electric Vehicle,Social Proof,Resistibility,RT,32.284
R_26aKd1ljmzqFACk,3,Electric Vehicle,Social Proof,Resistibility,RT,4.267
R_2YeS7FgYp6TUFLK,3,Electric Vehicle,Social Proof,Resistibility,RT,4.391
R_1ePsjv643tukDSr,3,Electric Vehicle,Social Proof,Resistibility,RT,5.768
R_2c7XilHXVVa90Oe,3,Electric Vehicle,Social Proof,Resistibility,RT,8.887
R_w0Q0MMpf9xNkGMp,3,Electric Vehicle,Social Proof,Resistibility,RT,5.91
R_2QYiUha0DX2rJn3,3,Electric Vehicle,Social Proof,Resistibility,RT,3.201
R_56g5lPILAEiOPHH,3,Electric Vehicle,Social Proof,Resistibility,RT,4.461
R_1rMJSVyWlhLEFRH,3,Electric Vehicle,Social Proof,Resistibility,RT,78.979
R_2zdskUGVSbVcIUr,3,Electric Vehicle,Social Proof,Resistibility,RT,26.359
R_1EWmVfNzO40yenG,3,Electric Vehicle,Social Proof,Resistibility,RT,14.799
R_1mFbOvAPN1XFfFG,3,Electric Vehicle,Social Proof,Resistibility,RT,4.311
R_2dtFKUtIXr0Qxpi,3,Electric Vehicle,Social Proof,Resistibility,RT,45.269
R_tDMpnvHTMpXacPD,3,Electric Vehicle,Social Proof,Resistibility,RT,466.521
R_3iKHwxPvzBUTiXw,3,Electric Vehicle,Social Proof,Resistibility,RT,19.27
R_2ykfg0sLQtIpqhv,3,Electric Vehicle,Social Proof,Resistibility,RT,15.556
R_2P7P4RE0c7SYmJb,2,Organ Donation,Social Proof,Choice,RT,40.457
R_1o5yqVzCZtgj6H4,2,Organ Donation,Social Proof,Choice,RT,93.067
R_1mk3kxaqoDm4Ipl,2,Organ Donation,Social Proof,Choice,RT,12.102
R_AvQ3MPJZr12vGXT,2,Organ Donation,Social Proof,Choice,RT,70.333
R_2WSAvpnd6rVQGSo,2,Organ Donation,Social Proof,Choice,RT,71.905
R_1pLEURoqlSWBT0S,2,Organ Donation,Social Proof,Choice,RT,177.79
R_paYQ8L2GbtXi1G1,2,Organ Donation,Social Proof,Choice,RT,29.018
R_1hQZpyg9SAgP7BN,2,Organ Donation,Social Proof,Choice,RT,16.184
R_33qlsjTBHS2WcpJ,2,Organ Donation,Social Proof,Choice,RT,25.755
R_296W2UHX4sDBs0V,2,Organ Donation,Social Proof,Choice,RT,18.581
R_1Iati7r4b74gclr,2,Organ Donation,Social Proof,Choice,RT,25.878
R_1nSXICZCQLOZzEz,2,Organ Donation,Social Proof,Choice,RT,46.815
R_3KUX6MMHsn4GmnR,2,Organ Donation,Social Proof,Choice,RT,31.047
R_rqj9JrdR0QcEoHD,2,Organ Donation,Social Proof,Choice,RT,54.218
R_2dhDQMTiqSnUrLC,2,Organ Donation,Social Proof,Choice,RT,26.107
R_33rnkmlaHYYwsk4,2,Organ Donation,Social Proof,Choice,RT,215.061
R_DcR59GUJLx4lLsR,2,Organ Donation,Social Proof,Choice,RT,9.909
R_zSu03ctocJsHkyt,2,Organ Donation,Social Proof,Choice,RT,237.542
R_1FxqB2P07rn0gwp,2,Organ Donation,Social Proof,Choice,RT,9.274
R_33pbtVyVtgquEwx,2,Organ Donation,Social Proof,Choice,RT,9.043
R_3nA6tzws31egabe,2,Organ Donation,Social Proof,Choice,RT,18.586
R_2TXLKZRia3vdeo7,2,Organ Donation,Social Proof,Choice,RT,13.907
R_22E5MebN5txdRLR,2,Organ Donation,Social Proof,Choice,RT,6.372
R_1lAXf78tfZPitte,2,Organ Donation,Social Proof,Choice,RT,60.353
R_2tmcucIdi6Ds04F,2,Organ Donation,Social Proof,Choice,RT,11.375
R_1hLx59rIXvwFU7G,2,Organ Donation,Social Proof,Choice,RT,45.295
R_28BXypbEKV9AluC,2,Organ Donation,Social Proof,Choice,RT,14.953
R_1TXBNZ1uAALDNmx,2,Organ Donation,Social Proof,Choice,RT,3.651
R_9ow5u3O4tCeUnuN,2,Organ Donation,Social Proof,Choice,RT,21.799
R_3J8EjQzrBpdUJO5,2,Organ Donation,Social Proof,Choice,RT,36.346
R_1ot2u7LDk1suWxt,2,Organ Donation,Social Proof,Choice,RT,3.649
R_3HSMIP1S5RmPnWp,2,Organ Donation,Social Proof,Choice,RT,23.043
R_2v0qd0MzebrGql7,2,Organ Donation,Social Proof,Choice,RT,13.598
R_BJKtBq75EXpTvcl,1,Retirement Savings,Social Proof,Effectiveness,RT,18.101
R_wMBGSJoFIzOYpMd,1,Retirement Savings,Social Proof,Effectiveness,RT,20.694
R_1ouJVYQ7yeQBUdn,1,Retirement Savings,Social Proof,Effectiveness,RT,4.826
R_3KvgGiF8tVodfdB,1,Retirement Savings,Social Proof,Effectiveness,RT,4.02
R_12ioa0l7BB5L2EM,1,Retirement Savings,Social Proof,Effectiveness,RT,4.075
R_1eWf1T9MGa1IQ3Z,1,Retirement Savings,Social Proof,Effectiveness,RT,28.804
R_5bfJv8fdsM0AnId,1,Retirement Savings,Social Proof,Effectiveness,RT,6.849
R_10vpEUuEmhVrMzi,1,Retirement Savings,Social Proof,Effectiveness,RT,6.577
R_1OjzU8VivtYP4zv,1,Retirement Savings,Social Proof,Effectiveness,RT,307.812
R_ZqJo1vz5IU5CLtf,1,Retirement Savings,Social Proof,Effectiveness,RT,26.288
R_1rknRDjnqKjW5wO,1,Retirement Savings,Social Proof,Effectiveness,RT,5.127
R_sNlxlscdTwKakOR,1,Retirement Savings,Social Proof,Effectiveness,RT,4.579
R_1IAieEHlQv0sKlF,1,Retirement Savings,Social Proof,Effectiveness,RT,10.47
R_3Jyr0zgSvbmyXN3,1,Retirement Savings,Social Proof,Effectiveness,RT,12.738
R_1LNZOvsR7YEgDBP,1,Retirement Savings,Social Proof,Effectiveness,RT,254.69
R_3LXBKpsgGsbtDyv,1,Retirement Savings,Social Proof,Effectiveness,RT,5.77
R_1mKp0rbOcWwvYrX,1,Retirement Savings,Social Proof,Effectiveness,RT,66.897
R_3lrU5tIkwomDzKh,1,Retirement Savings,Social Proof,Effectiveness,RT,47.018
R_25A83tYZhDcEdf5,1,Retirement Savings,Social Proof,Effectiveness,RT,7.208
R_szYTNnpma31YJih,1,Retirement Savings,Social Proof,Effectiveness,RT,7.32
R_qOQh7UNPoUnc0k9,1,Retirement Savings,Social Proof,Effectiveness,RT,3.872
R_2afSKZTm3QxLZEP,1,Retirement Savings,Social Proof,Effectiveness,RT,4.655
R_10OPLE8I6zrdtwI,1,Retirement Savings,Social Proof,Effectiveness,RT,2.242
R_vwTPVV6T7WbBkaJ,1,Retirement Savings,Social Proof,Effectiveness,RT,53.433
R_3OcvmohVN4WCAz5,1,Retirement Savings,Social Proof,Effectiveness,RT,35.002
R_3GwXmN2gGfOcFg5,1,Retirement Savings,Social Proof,Effectiveness,RT,113.687
R_1jIYHf46mvizKQy,1,Retirement Savings,Social Proof,Effectiveness,RT,38.012
R_2YfA0sWZihZwYba,1,Retirement Savings,Social Proof,Effectiveness,RT,5.088
R_3jfEe7QzO8opwvm,1,Retirement Savings,Social Proof,Effectiveness,RT,25
R_r0Ulwjm2O6KaZSp,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_331Q82a7NP6ZnSJ,5,Organ Donation,Incentives,Effectiveness,acceptability,3
R_z74ShAEAZwT7cIx,5,Organ Donation,Incentives,Effectiveness,acceptability,5
R_1NqRrPTK4NBB0CE,5,Organ Donation,Incentives,Effectiveness,acceptability,4
R_1QflQWDGKo8Gl4T,5,Organ Donation,Incentives,Effectiveness,acceptability,4
R_2dSb1Nbp2vMbaDQ,5,Organ Donation,Incentives,Effectiveness,acceptability,4
R_sgP0qp7fmALYkPT,5,Organ Donation,Incentives,Effectiveness,acceptability,4
R_2zp4Olpn08NG3se,5,Organ Donation,Incentives,Effectiveness,acceptability,4
R_2ASeqGjkUsOEYK9,5,Organ Donation,Incentives,Effectiveness,acceptability,6
R_3O2LLQuI7Hyc7Au,5,Organ Donation,Incentives,Effectiveness,acceptability,5
R_XB5If00YHEbCGzf,5,Organ Donation,Incentives,Effectiveness,acceptability,5
R_3gR8yFZMbnCWyAE,5,Organ Donation,Incentives,Effectiveness,acceptability,5
R_3k1A2aQwSvoaAcc,5,Organ Donation,Incentives,Effectiveness,acceptability,5
R_1FCUn1Mmop7uVAT,5,Organ Donation,Incentives,Effectiveness,acceptability,5
R_22rww56N9QNV2Gk,5,Organ Donation,Incentives,Effectiveness,acceptability,6
R_3qvu64ntOrlkTyK,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_3m3vehvBwE3y1hu,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_3KxflPAFCthwJo5,5,Organ Donation,Incentives,Effectiveness,acceptability,6
R_3De9rV5JdnvEoyU,5,Organ Donation,Incentives,Effectiveness,acceptability,6
R_6F3KoVWQUwKNnrP,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_2TSjykpn84GEVtz,5,Organ Donation,Incentives,Effectiveness,acceptability,2
R_1NeroelYUKjU8lb,5,Organ Donation,Incentives,Effectiveness,acceptability,2
R_3EhGT2xXtm4BWtc,5,Organ Donation,Incentives,Effectiveness,acceptability,3
R_1l0uutWgGsAOhgB,5,Organ Donation,Incentives,Effectiveness,acceptability,6
R_O0B2n5Mpk26fk41,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_1prswasmpDqFVi9,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_1CqGTozF82DpwoR,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_1LbbB7XHilhiBAE,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_pmDzeJUoWZccHmN,5,Organ Donation,Incentives,Effectiveness,acceptability,7
R_1jjnty7EJa9uCw1,4,Retirement Savings,Incentives,Resistibility,acceptability,1
R_vcwOtPhiSuhcQKd,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_3QWRNcOj7uJNxPy,4,Retirement Savings,Incentives,Resistibility,acceptability,4
R_Un1uXQDmG7vBQ9b,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_1JDtS4xCPDGyGTQ,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_2RQAPPqUYDxYDCr,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_1hFpNRWd0Zfgu6E,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_x6gZCLvxa78Wg5H,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_3KuZ8b46F2eCM7p,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_VOKieCQNkoNYudz,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_33g4PNIlrlvdlTa,4,Retirement Savings,Incentives,Resistibility,acceptability,4
R_1lmdfbCH1KC9A92,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_0GOyAlDVp19aNMJ,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_2TRELeAw1mzG6qR,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_xzsLctDt2xmjrqh,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_21FhZEWERWOQAdC,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_qJikmwNsHQyjFJv,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_XNDHMBpA1Vxu5O1,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_snzw6m4Rk7amPtf,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_3QPOQpHul1I7EJS,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_3ikgqC5NgxH6S5I,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_3iPYdOiGPkB8HIr,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_2E4xg7ZBAVbVdnc,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_3gMosbRvwy87WJL,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_2RPzaR4RVmBP96c,4,Retirement Savings,Incentives,Resistibility,acceptability,7
R_ClhUFa5OMLaVs09,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_OHc2rtRi95fHO5X,4,Retirement Savings,Incentives,Resistibility,acceptability,5
R_BWAKJVLmfZ81gaJ,4,Retirement Savings,Incentives,Resistibility,acceptability,6
R_3OqAXaLTKqMdAY5,3,Flood Insurance,Incentives,Choice,acceptability,7
R_3kOnrkyNrpGeR1Y,3,Flood Insurance,Incentives,Choice,acceptability,7
R_2Ubzzjc9ytuAf48,3,Flood Insurance,Incentives,Choice,acceptability,2
R_ZqUlgvnhsX664Fz,3,Flood Insurance,Incentives,Choice,acceptability,5
R_1PRcFXrzX6yqgQn,3,Flood Insurance,Incentives,Choice,acceptability,7
R_10MMkqh7MT7xujW,3,Flood Insurance,Incentives,Choice,acceptability,6
R_1LAnNEpRgbwzZAZ,3,Flood Insurance,Incentives,Choice,acceptability,5
R_1lsq4BgtyE9g3r0,3,Flood Insurance,Incentives,Choice,acceptability,5
R_22PwU1KkgAd7lvj,3,Flood Insurance,Incentives,Choice,acceptability,5
R_2ceDDLoeNpEw4Ok,3,Flood Insurance,Incentives,Choice,acceptability,4
R_3RpwuS0BAIU9vwy,3,Flood Insurance,Incentives,Choice,acceptability,6
R_ezjse6T3s7XJQIh,3,Flood Insurance,Incentives,Choice,acceptability,5
R_xgYQWYvrJD1PzLH,3,Flood Insurance,Incentives,Choice,acceptability,6
R_1j9S7mSTrFVFRO4,3,Flood Insurance,Incentives,Choice,acceptability,6
R_31uVHHNVYPlUZyG,3,Flood Insurance,Incentives,Choice,acceptability,5
R_26aKd1ljmzqFACk,3,Flood Insurance,Incentives,Choice,acceptability,5
R_2YeS7FgYp6TUFLK,3,Flood Insurance,Incentives,Choice,acceptability,7
R_1ePsjv643tukDSr,3,Flood Insurance,Incentives,Choice,acceptability,6
R_2c7XilHXVVa90Oe,3,Flood Insurance,Incentives,Choice,acceptability,7
R_w0Q0MMpf9xNkGMp,3,Flood Insurance,Incentives,Choice,acceptability,3
R_2QYiUha0DX2rJn3,3,Flood Insurance,Incentives,Choice,acceptability,6
R_56g5lPILAEiOPHH,3,Flood Insurance,Incentives,Choice,acceptability,6
R_1rMJSVyWlhLEFRH,3,Flood Insurance,Incentives,Choice,acceptability,7
R_2zdskUGVSbVcIUr,3,Flood Insurance,Incentives,Choice,acceptability,7
R_1EWmVfNzO40yenG,3,Flood Insurance,Incentives,Choice,acceptability,7
R_1mFbOvAPN1XFfFG,3,Flood Insurance,Incentives,Choice,acceptability,7
R_2dtFKUtIXr0Qxpi,3,Flood Insurance,Incentives,Choice,acceptability,7
R_tDMpnvHTMpXacPD,3,Flood Insurance,Incentives,Choice,acceptability,7
R_3iKHwxPvzBUTiXw,3,Flood Insurance,Incentives,Choice,acceptability,7
R_2ykfg0sLQtIpqhv,3,Flood Insurance,Incentives,Choice,acceptability,6
R_2P7P4RE0c7SYmJb,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,7
R_1o5yqVzCZtgj6H4,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_1mk3kxaqoDm4Ipl,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,4
R_AvQ3MPJZr12vGXT,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_2WSAvpnd6rVQGSo,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,4
R_1pLEURoqlSWBT0S,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,2
R_paYQ8L2GbtXi1G1,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,7
R_1hQZpyg9SAgP7BN,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_33qlsjTBHS2WcpJ,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,4
R_296W2UHX4sDBs0V,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,5
R_1Iati7r4b74gclr,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,7
R_1nSXICZCQLOZzEz,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,5
R_3KUX6MMHsn4GmnR,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_rqj9JrdR0QcEoHD,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,4
R_2dhDQMTiqSnUrLC,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,7
R_33rnkmlaHYYwsk4,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_DcR59GUJLx4lLsR,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,4
R_zSu03ctocJsHkyt,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_1FxqB2P07rn0gwp,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,5
R_33pbtVyVtgquEwx,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_3nA6tzws31egabe,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,7
R_2TXLKZRia3vdeo7,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_22E5MebN5txdRLR,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_1lAXf78tfZPitte,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_2tmcucIdi6Ds04F,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,5
R_1hLx59rIXvwFU7G,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,6
R_28BXypbEKV9AluC,2,Electric Vehicle,Incentives,Loss Aversion,acceptability,7
